Age_08_04,Mfg_Month,Mfg_Year,KM,HP,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Price
75,6,1998,150000,72,2000,3,4,5,64,1135,7900
69,12,1998,146304,72,2000,3,4,5,185,1115,6900
75,6,1998,146197,86,1300,3,4,5,69,1015,5600
77,4,1998,145996,110,1600,4,4,5,69,1035,5950
80,1,1998,143560,86,1300,3,4,5,69,1045,6950
71,10,1998,139145,73,2000,2,4,5,185,1115,7950
79,2,1998,138500,86,1300,5,4,5,69,1050,8950
74,7,1998,137741,90,2000,5,4,5,185,1135,7950
80,1,1998,137178,90,2000,5,4,5,185,1135,9500
76,5,1998,134889,72,2000,3,4,5,185,1115,8600
71,10,1998,134660,72,2000,5,4,5,64,1135,5950
73,8,1998,134539,110,1600,5,4,5,85,1070,7750
79,2,1998,131500,72,2000,5,4,5,185,1140,7950
77,4,1998,131307,110,1600,3,4,5,69,1050,6950
74,7,1998,130025,110,1600,3,4,5,69,1050,7250
78,3,1998,130000,86,1300,5,4,5,19,1015,6500
77,4,1998,128960,110,1600,5,4,5,85,1070,7250
80,1,1998,128351,110,1600,5,4,5,85,1070,9250
73,8,1998,128006,110,1600,3,4,5,69,1050,8250
71,10,1998,127159,72,2000,3,4,5,185,1115,7250
72,9,1998,126478,110,1600,4,4,5,69,1035,5250
77,4,1998,126000,110,1600,5,4,5,69,1050,7900
76,5,1998,125778,110,1600,3,4,5,69,1050,6900
75,6,1998,125400,110,1600,3,4,5,69,1050,7900
74,7,1998,124910,72,2000,5,4,5,185,1135,7250
70,11,1998,124743,110,1600,3,4,5,69,1050,8450
76,5,1998,124591,110,1600,5,4,5,85,1075,7950
74,7,1998,124057,110,1600,3,4,5,69,1050,7950
72,9,1998,123403,110,1600,3,4,5,69,1050,6450
75,6,1998,123104,110,1600,5,4,5,85,1070,6650
74,7,1998,123077,86,1300,3,4,5,69,1015,7950
80,1,1998,122820,86,1300,5,4,5,69,1040,7250
77,4,1998,122290,110,1600,3,4,5,69,1050,7450
74,7,1998,121900,110,1600,4,4,5,69,1035,7950
77,4,1998,121545,110,1600,5,4,5,85,1070,7250
71,10,1998,120474,72,2000,3,4,5,185,1115,8250
76,5,1998,120263,72,2000,5,4,5,64,1135,8950
74,7,1998,120196,110,1600,3,4,5,69,1050,7750
71,10,1998,120000,110,1600,5,4,5,85,1085,8500
78,3,1998,120000,110,1600,5,4,5,85,1075,7750
73,8,1998,115877,110,1600,4,4,5,69,1035,5750
76,5,1998,115345,110,1600,5,4,5,85,1070,6900
71,10,1998,115157,110,1600,3,4,5,69,1050,6500
78,3,1998,115000,107,1600,5,4,5,85,1100,6500
77,4,1998,114258,86,1300,5,4,5,69,1050,7600
73,8,1998,112963,72,2000,5,4,5,185,1135,8950
74,7,1998,112307,110,1600,5,4,5,85,1070,7450
72,9,1998,112000,86,1300,3,4,5,69,1015,7350
73,8,1998,111602,86,1300,3,4,5,69,1015,7750
80,1,1998,111392,110,1598,3,4,5,197,1083,7460
76,5,1998,110901,110,1600,5,4,5,85,1085,9250
80,1,1998,110887,110,1600,3,4,5,85,1055,7250
72,9,1998,110634,86,1300,3,4,5,69,1015,6500
80,1,1998,110000,110,1600,4,4,5,69,1035,6800
75,6,1998,109540,110,1600,5,4,5,85,1085,8700
78,3,1998,109263,110,1600,5,4,5,85,1070,7500
71,10,1998,107516,110,1600,3,4,5,69,1050,7750
73,8,1998,107108,110,1600,3,4,5,69,1050,7950
75,6,1998,107000,110,1600,3,4,5,69,1050,9950
74,7,1998,106250,110,1600,5,4,5,85,1070,6640
71,10,1998,106150,86,1300,3,4,5,19,1015,8750
72,9,1998,106108,110,1600,3,4,5,69,1050,7750
72,9,1998,105856,86,1300,3,4,5,69,1015,5950
77,4,1998,105152,86,1300,3,4,5,69,1015,6750
80,1,1998,105135,110,1600,3,4,5,69,1050,6500
76,5,1998,104344,110,1600,3,4,5,69,1050,8750
74,7,1998,104150,110,1600,3,4,5,69,1050,7950
74,7,1998,104000,86,1300,3,4,5,69,1010,6750
73,8,1998,103121,86,1300,5,4,5,69,1035,7950
80,1,1998,102300,86,1300,3,4,5,69,1015,7950
75,6,1998,102005,107,1600,5,4,5,85,1105,8950
77,4,1998,102000,86,1300,3,4,5,69,1015,7750
75,6,1998,101855,110,1600,5,4,5,85,1070,6450
74,7,1998,101773,110,1600,3,4,5,69,1050,6900
75,6,1998,101159,110,1600,5,4,5,85,1085,8450
74,7,1998,101000,86,1300,3,4,5,19,1015,6750
74,7,1998,100732,86,1300,4,4,5,69,1030,8050
79,2,1998,100719,110,1600,5,4,5,85,1070,9500
78,3,1998,100487,110,1600,4,4,5,69,1035,7750
80,1,1998,100458,110,1600,5,4,5,85,1085,8500
75,6,1998,100192,110,1600,3,4,5,69,1050,7795
80,1,1998,100123,110,1600,3,4,5,69,1050,6490
73,8,1998,99971,110,1600,3,4,5,69,1050,7950
79,2,1998,99397,86,1300,5,4,5,69,1035,6425
69,12,1998,99374,86,1300,5,4,5,69,1035,8950
72,9,1998,99245,110,1600,5,4,5,19,1114,6950
79,2,1998,98742,110,1600,5,4,5,85,1085,8750
71,10,1998,98154,110,1600,3,4,5,69,1050,8450
77,4,1998,98000,110,1600,5,4,5,19,1065,7950
80,1,1998,97548,86,1300,5,4,5,69,1035,7950
78,3,1998,97534,110,1600,5,4,5,85,1070,8900
73,8,1998,97494,110,1600,5,4,5,85,1085,8950
73,8,1998,97085,110,1600,5,4,5,85,1085,8900
69,12,1998,97000,110,1600,4,4,5,69,1035,7950
74,7,1998,96302,86,1300,3,4,5,69,1015,6495
78,3,1998,96000,86,1300,3,4,5,69,1015,7250
74,7,1998,96000,110,1600,5,4,5,85,1085,9250
78,3,1998,95909,110,1600,5,4,5,85,1070,6650
79,2,1998,95700,110,1600,5,4,5,85,1085,6990
78,3,1998,95651,110,1600,5,4,5,85,1070,7750
79,2,1998,95000,86,1300,5,4,5,69,1035,6950
80,1,1998,94447,110,1600,3,4,5,69,1050,7250
80,1,1998,94079,110,1600,5,4,5,85,1085,9950
80,1,1998,93841,110,1600,5,4,5,85,1070,9250
79,2,1998,93090,86,1300,5,4,5,69,1035,7200
72,9,1998,93066,110,1600,5,4,5,85,1075,8250
79,2,1998,93039,110,1600,3,4,5,69,1050,8950
77,4,1998,93000,110,1600,5,4,5,85,1075,8250
80,1,1998,92830,86,1300,3,4,5,69,1015,6250
80,1,1998,92255,107,1600,5,4,5,85,1105,9900
80,1,1998,92096,86,1300,5,4,5,69,1035,7300
72,9,1998,91921,86,1300,3,4,5,69,1020,8950
70,11,1998,91900,86,1300,3,4,5,69,1015,6500
78,3,1998,91399,110,1600,5,4,5,85,1070,7950
75,6,1998,91082,110,1600,3,4,5,69,1050,7450
71,10,1998,90370,86,1300,5,4,5,69,1035,7950
78,3,1998,90345,86,1300,5,4,5,69,1035,8500
77,4,1998,90305,86,1300,3,4,5,69,1015,6950
78,3,1998,90011,86,1300,3,4,5,69,1045,7950
77,4,1998,90000,86,1300,3,4,5,69,1015,6750
70,11,1998,89983,110,1600,3,4,5,85,1055,8450
78,3,1998,89953,110,1600,5,4,5,19,1114,7500
74,7,1998,89800,72,2000,3,4,5,185,1115,8750
79,2,1998,89739,86,1300,5,4,5,69,1035,8750
76,5,1998,89520,110,1600,3,4,5,69,1050,8950
75,6,1998,89507,86,1300,3,4,5,69,1015,7450
69,12,1998,89096,110,1600,5,4,5,85,1085,9200
74,7,1998,88700,110,1600,3,4,5,69,1050,8950
72,9,1998,88500,110,1600,5,4,5,85,1075,7850
73,8,1998,88186,72,2000,3,4,5,185,1115,6950
75,6,1998,88000,110,1600,3,4,5,69,1050,7200
78,3,1998,87743,110,1600,3,4,5,85,1055,7450
75,6,1998,87613,86,1300,3,4,5,69,1015,6750
73,8,1998,87358,110,1600,3,4,5,69,1050,7500
72,9,1998,87083,110,1600,4,4,5,69,1035,7450
70,11,1998,87000,110,1600,4,4,5,69,1035,7950
78,3,1998,87000,110,1600,4,4,5,69,1035,7250
73,8,1998,87000,86,1300,3,4,5,69,1015,7950
80,1,1998,87000,86,1300,3,4,5,69,1015,8250
72,9,1998,86860,110,1600,5,4,5,85,1075,8250
80,1,1998,86109,110,1600,3,4,5,85,1055,6750
79,2,1998,86000,86,1300,5,4,5,69,1040,8750
80,1,1998,86000,110,1600,3,4,5,19,1050,8950
70,11,1998,85864,72,2000,5,4,5,185,1135,8500
80,1,1998,85565,110,1600,5,4,5,85,1070,8250
70,11,1998,85470,107,1600,3,4,5,85,1080,9450
73,8,1998,85200,110,1600,3,4,5,69,1050,7950
70,11,1998,85000,110,1600,3,4,5,85,1055,7900
73,8,1998,84988,110,1600,3,4,5,69,1050,8500
79,2,1998,84966,110,1600,5,4,5,85,1070,8250
76,5,1998,84472,110,1600,5,4,5,85,1070,8250
73,8,1998,84402,110,1600,4,4,5,69,1035,8950
74,7,1998,84123,110,1600,3,4,5,69,1050,7950
80,1,1998,84000,110,1600,5,4,5,85,1075,6950
78,3,1998,84000,110,1600,5,4,5,19,1065,7250
77,4,1998,84000,110,1600,5,4,5,85,1085,7750
75,6,1998,83850,110,1600,3,4,5,85,1055,8700
80,1,1998,83540,110,1600,5,4,5,85,1070,8950
76,5,1998,83405,110,1600,5,4,5,85,1070,6750
71,10,1998,83291,110,1600,5,4,5,85,1070,7500
69,12,1998,83133,86,1300,3,4,5,69,1015,7950
71,10,1998,83047,86,1300,3,4,5,69,1045,8950
71,10,1998,82700,110,1600,3,4,5,69,1050,7950
78,3,1998,82675,86,1300,3,4,5,69,1015,7450
78,3,1998,82595,86,1300,3,4,5,19,1015,5950
75,6,1998,82256,110,1600,3,4,5,69,1050,7750
77,4,1998,82103,86,1300,3,4,5,69,1015,6950
80,1,1998,82021,86,1300,5,4,5,69,1035,8750
71,10,1998,82000,110,1600,5,4,5,85,1075,8950
79,2,1998,81988,110,1600,5,4,5,85,1070,7495
76,5,1998,81930,110,1600,5,4,5,85,1070,7750
70,11,1998,81663,110,1600,3,4,5,69,1050,6950
77,4,1998,80486,110,1600,5,4,5,85,1070,7990
78,3,1998,80000,110,1600,4,4,5,19,1065,7250
69,12,1998,79000,86,1300,3,4,5,69,1015,6900
74,7,1998,78894,110,1600,5,4,5,85,1070,7750
78,3,1998,78689,110,1600,4,4,5,69,1035,7250
77,4,1998,78435,86,1300,3,4,5,69,1015,8950
71,10,1998,78260,110,1600,3,4,5,69,1050,8500
72,9,1998,78120,110,1600,5,4,5,85,1075,7950
77,4,1998,77000,86,1300,3,4,5,19,1015,6950
78,3,1998,77000,110,1600,3,4,5,69,1050,8000
75,6,1998,76382,110,1600,3,4,5,85,1055,7950
76,5,1998,76268,86,1300,3,4,5,69,1015,8500
73,8,1998,76151,86,1300,3,4,5,69,1015,7490
80,1,1998,76000,110,1600,3,4,5,69,1050,8250
71,10,1998,76000,110,1600,5,4,5,85,1070,9250
72,9,1998,75840,86,1300,5,4,5,69,1035,7950
77,4,1998,75799,110,1600,3,4,5,19,1050,9500
72,9,1998,75525,110,1600,3,4,5,19,1114,8950
78,3,1998,75323,86,1300,5,4,5,69,1050,8450
79,2,1998,75322,110,1600,4,4,5,85,1115,7995
78,3,1998,75226,110,1600,4,4,5,69,1035,8750
71,10,1998,75085,86,1300,5,4,5,69,1035,5950
73,8,1998,75000,110,1600,5,4,5,85,1075,8500
69,12,1998,75000,86,1300,4,4,5,69,1000,8950
69,12,1998,75000,86,1300,4,4,5,69,1000,8750
78,3,1998,74926,110,1600,5,4,5,85,1075,7600
80,1,1998,74785,110,1600,5,4,5,85,1070,7145
69,12,1998,74573,110,1600,5,4,5,85,1085,8450
75,6,1998,74567,86,1300,3,4,5,19,1015,5950
80,1,1998,74196,110,1600,5,4,5,85,1075,9000
80,1,1998,74151,110,1600,3,4,5,69,1050,7250
75,6,1998,74096,110,1600,3,4,5,69,1050,7400
79,2,1998,74093,110,1600,5,4,5,85,1075,8800
71,10,1998,74000,110,1600,3,4,5,69,1050,7750
75,6,1998,74000,86,1300,3,4,5,69,1015,7500
78,3,1998,73638,86,1300,4,4,5,19,1015,8450
75,6,1998,73460,110,1600,5,4,5,85,1070,7400
80,1,1998,73200,110,1600,5,4,5,85,1070,7500
76,5,1998,73116,110,1600,5,4,5,85,1075,8950
70,11,1998,73014,110,1600,5,4,5,85,1075,8950
77,4,1998,72703,110,1600,3,4,5,69,1050,7950
79,2,1998,72328,110,1600,5,4,5,85,1075,7950
78,3,1998,72222,110,1600,5,4,5,85,1070,7950
71,10,1998,72128,107,1600,5,4,5,85,1100,8950
78,3,1998,72090,110,1600,5,4,5,85,1070,7750
78,3,1998,72000,110,1600,4,4,5,69,1035,8250
78,3,1998,72000,110,1600,3,4,5,85,1055,7950
77,4,1998,71900,86,1300,3,4,5,69,1015,7750
77,4,1998,71825,110,1600,5,4,5,85,1075,8500
80,1,1998,71740,110,1600,5,4,5,85,1070,6950
80,1,1998,71500,110,1600,4,4,5,69,1035,7500
79,2,1998,71359,110,1600,3,4,5,69,1050,7750
79,2,1998,71263,86,1300,3,4,5,69,1015,5950
78,3,1998,71186,110,1600,3,4,5,69,1050,7500
72,9,1998,71054,86,1300,3,4,5,69,1045,8950
76,5,1998,71000,110,1600,3,4,5,69,1050,7950
80,1,1998,70939,110,1600,5,4,5,85,1100,6900
77,4,1998,70932,110,1600,3,4,5,69,1050,7450
80,1,1998,70597,107,1600,3,4,5,85,1080,8500
73,8,1998,70482,110,1600,5,4,5,19,1075,7500
77,4,1998,70124,110,1600,3,4,5,69,1050,8750
76,5,1998,70039,110,1600,3,4,5,69,1050,7500
80,1,1998,69904,110,1600,5,4,5,85,1070,9950
75,6,1998,69388,86,1300,3,4,5,69,1010,7950
75,6,1998,69320,110,1600,5,4,5,85,1070,9950
78,3,1998,69000,110,1600,5,4,5,85,1075,9250
73,8,1998,68988,86,1300,5,4,5,69,1035,9250
79,2,1998,68945,110,1600,5,4,5,85,1085,9950
74,7,1998,68285,110,1600,3,4,5,69,1050,5950
76,5,1998,68000,110,1600,5,4,5,85,1075,7995
70,11,1998,68000,86,1300,3,4,5,69,1045,8950
75,6,1998,67451,86,1300,4,4,5,69,1000,7450
76,5,1998,67266,86,1300,5,4,5,69,1035,8250
78,3,1998,67255,110,1600,5,4,5,85,1085,8500
70,11,1998,67100,110,1600,5,4,5,85,1075,8500
69,12,1998,67092,72,2000,3,4,5,185,1115,9400
80,1,1998,66880,110,1600,3,4,5,85,1055,7250
79,2,1998,66855,110,1600,5,4,5,85,1075,8950
80,1,1998,66843,110,1600,5,4,5,85,1075,9450
74,7,1998,66718,110,1600,3,4,5,69,1050,8500
80,1,1998,66168,86,1300,3,4,5,69,1015,6750
80,1,1998,65950,110,1600,5,4,5,85,1070,7400
78,3,1998,65500,86,1300,3,4,5,69,1015,8950
80,1,1998,65307,110,1600,3,4,5,85,1055,6900
79,2,1998,65254,86,1300,3,4,5,69,1015,7750
71,10,1998,65021,72,2000,3,4,5,185,1115,8950
75,6,1998,65006,86,1300,3,4,5,69,1015,6950
77,4,1998,64280,110,1600,4,4,5,69,1035,8495
75,6,1998,64000,107,1600,3,4,5,85,1085,10000
71,10,1998,64000,110,1600,5,4,5,85,1070,6999
80,1,1998,64000,110,1600,3,4,5,85,1055,8950
79,2,1998,63918,110,1600,4,4,5,69,1035,8500
75,6,1998,63634,110,1600,4,4,5,69,1035,8750
80,1,1998,63500,110,1600,3,4,5,69,1050,7499
80,1,1998,63266,110,1600,4,4,5,69,1035,9000
77,4,1998,62595,110,1600,3,4,5,69,1050,8950
80,1,1998,62581,110,1600,5,4,5,85,1075,6950
77,4,1998,62285,110,1600,5,4,5,85,1075,8500
77,4,1998,61906,86,1300,5,4,5,85,1065,8450
74,7,1998,61700,110,1600,5,4,5,85,1070,8950
77,4,1998,61648,110,1600,5,4,5,85,1070,8250
75,6,1998,61626,86,1300,5,4,5,69,1035,7950
70,11,1998,61510,110,1600,4,4,5,69,1035,7450
79,2,1998,61165,107,1600,3,4,5,85,1080,9000
70,11,1998,61000,110,1600,4,4,5,69,1035,7150
76,5,1998,60833,110,1600,4,4,5,69,1035,7750
70,11,1998,60600,86,1300,3,4,5,85,1060,5845
72,9,1998,60483,110,1600,5,4,5,85,1075,8500
80,1,1998,60476,110,1600,5,4,5,19,1114,8250
79,2,1998,60142,110,1600,3,4,5,69,1050,9450
69,12,1998,60050,110,1600,3,4,5,69,1050,6750
77,4,1998,60000,110,1600,3,4,5,69,1050,8400
76,5,1998,60000,110,1600,3,4,5,69,1050,7900
76,5,1998,59815,110,1587,3,4,5,85,1055,7950
80,1,1998,59326,110,1600,5,4,5,85,1085,8750
73,8,1998,59240,110,1600,3,4,5,69,1050,9900
71,10,1998,59164,110,1600,4,4,5,69,1035,6495
70,11,1998,59017,107,1600,3,4,5,85,1080,8250
69,12,1998,58952,110,1600,3,4,5,69,1050,6900
74,7,1998,58454,86,1300,3,4,5,69,1015,7500
75,6,1998,58341,86,1300,4,4,5,69,1030,7950
80,1,1998,58267,110,1600,5,4,5,85,1070,8250
80,1,1998,58000,110,1600,3,4,5,85,1055,8950
70,11,1998,57829,110,1600,3,4,5,19,1050,9750
80,1,1998,57787,86,1300,3,4,5,69,1015,8250
78,3,1998,57628,110,1600,5,4,5,85,1075,8900
75,6,1998,57537,86,1300,5,4,5,69,1050,8950
76,5,1998,57263,110,1600,3,4,5,69,1050,6750
75,6,1998,57144,110,1600,5,4,5,85,1070,7950
69,12,1998,57096,86,1300,3,4,5,69,1025,8600
80,1,1998,57000,86,1300,4,4,5,69,1000,7750
73,8,1998,56566,110,1600,3,4,5,69,1050,7800
73,8,1998,56307,110,1600,3,4,5,69,1050,8750
79,2,1998,56214,86,1300,3,4,5,69,1015,9500
74,7,1998,56132,110,1600,4,4,5,69,1035,7750
79,2,1998,55425,110,1600,5,4,5,85,1075,9950
77,4,1998,54439,86,1300,3,4,5,69,1015,7750
69,12,1998,53809,110,1600,3,4,5,69,1050,5950
76,5,1998,53133,110,1600,5,4,5,85,1070,10950
77,4,1998,52900,110,1600,4,4,5,19,1075,9450
80,1,1998,52700,110,1600,3,4,5,69,1050,8250
69,12,1998,52320,110,1600,5,4,5,85,1070,9750
78,3,1998,52287,110,1600,5,4,5,19,1114,7450
75,6,1998,52000,110,1600,5,4,5,19,1075,8750
69,12,1998,52000,110,1600,3,4,5,69,1050,8750
73,8,1998,52000,110,1600,4,4,5,85,1065,8500
70,11,1998,51874,86,1300,4,4,5,69,1000,8950
79,2,1998,49827,86,1300,5,4,5,69,1035,7500
69,12,1998,49640,110,1600,4,4,5,69,1035,7250
80,1,1998,49580,110,1600,4,4,5,69,1035,7450
76,5,1998,49170,86,1300,3,4,5,69,1045,8750
77,4,1998,48838,110,1600,3,4,5,85,1055,9800
71,10,1998,48576,86,1300,3,4,5,69,1015,7500
75,6,1998,48400,110,1600,5,4,5,85,1075,8950
74,7,1998,48242,86,1300,5,4,5,69,1035,8950
70,11,1998,47955,110,1600,5,4,5,85,1070,7450
71,10,1998,47633,110,1600,5,4,5,85,1075,8950
78,3,1998,47400,86,1300,5,4,5,69,1040,10500
73,8,1998,47360,86,1300,3,4,5,69,1010,7000
77,4,1998,45507,110,1600,3,4,5,69,1050,8500
76,5,1998,45410,86,1300,5,4,5,69,1035,7750
70,11,1998,44850,110,1600,3,4,5,69,1050,8950
69,12,1998,44826,110,1600,5,4,5,85,1075,8250
80,1,1998,44444,110,1600,3,4,5,69,1050,9250
75,6,1998,43720,110,1600,5,4,5,85,1070,7900
78,3,1998,43622,86,1300,4,4,5,69,1000,8500
76,5,1998,43532,110,1600,5,4,5,85,1070,7950
69,12,1998,42800,110,1600,3,4,5,69,1050,9950
74,7,1998,42317,107,1600,5,4,5,85,1100,8750
80,1,1998,42186,110,1600,3,4,5,69,1050,7500
72,9,1998,42000,110,1600,3,4,5,69,1050,6950
79,2,1998,40093,110,1600,5,4,5,19,1114,8950
79,2,1998,39800,107,1600,3,4,5,85,1080,8750
73,8,1998,39168,86,1300,3,4,5,69,1015,7750
75,6,1998,38945,110,1600,3,4,5,69,1050,8450
76,5,1998,36537,110,1600,4,4,5,85,1075,8150
78,3,1998,36000,86,1300,3,4,5,69,1045,8500
78,3,1998,36000,110,1600,3,4,5,69,1050,7600
80,1,1998,35821,86,1300,3,4,5,19,1015,7950
73,8,1998,34717,86,1300,3,4,5,69,1015,7750
80,1,1998,34000,86,1300,4,4,5,69,1000,7950
78,3,1998,30964,110,1600,3,4,4,85,1080,9950
71,10,1998,29000,86,1300,3,4,5,69,1045,8950
72,9,1998,26000,86,1300,3,4,5,69,1015,8450
78,3,1998,24000,86,1300,5,4,5,85,1065,8950
80,1,1998,23000,86,1300,3,4,5,69,1015,8450
69,12,1998,20544,86,1300,3,4,5,69,1025,7500
72,9,1998,19000,86,1300,3,4,5,69,1015,10845
71,10,1998,17016,86,1300,3,4,5,69,1015,8500
70,11,1998,16916,86,1300,3,4,5,69,1015,7250
76,5,1998,1,110,1600,5,4,5,19,1114,6950
